iter	Logloss
1512	0.2195131318
1513	0.2194794927
1514	0.2194578884
1515	0.2194375907
1516	0.2194214165
1517	0.2193766799
1518	0.2193548078
1519	0.2193389607
1520	0.2193297429
1521	0.2192829011
1522	0.2192735027
1523	0.2192511244
1524	0.2192199956
1525	0.2192010058
1526	0.219177036
1527	0.2191543853
1528	0.2191332389
1529	0.2190803605
1530	0.2190619672
1531	0.2190529124
1532	0.219038526
1533	0.219027583
1534	0.2190178519
1535	0.2190036488
1536	0.2188174558
1537	0.2187873876
1538	0.2187760479
1539	0.2187091301
1540	0.2186949788
1541	0.2186686893
1542	0.2186507015
1543	0.2186319277
1544	0.2186071461
1545	0.2185887655
1546	0.218576724
1547	0.2185640507
1548	0.2185503134
1549	0.2184439679
1550	0.218427612
1551	0.2184110229
1552	0.2183967105
1553	0.2183813182
1554	0.2183619486
1555	0.2183371026
1556	0.218324299
1557	0.2183015884
1558	0.2182878634
1559	0.2182642246
1560	0.2182448637
1561	0.2182225806
1562	0.2181947808
1563	0.2181753623
1564	0.2181316117
1565	0.2181172182
1566	0.2180874634
1567	0.2180656684
1568	0.218050082
1569	0.218035718
1570	0.2180196862
1571	0.217997979
1572	0.2179857799
1573	0.2179563431
1574	0.2179397817
1575	0.2179247451
1576	0.2179116686
1577	0.2177766408
1578	0.217690681
1579	0.2176682954
1580	0.2176556166
1581	0.2176448073
1582	0.217616572
1583	0.2176014276
1584	0.2175888429
1585	0.2175737196
1586	0.2175512029
1587	0.2174346175
1588	0.2174149668
1589	0.2173883247
1590	0.2173728171
1591	0.2173626659
1592	0.2173459724
1593	0.2173309302
1594	0.2173025537
1595	0.217285189
1596	0.2171308802
1597	0.2170642684
1598	0.2170554995
1599	0.2170123073
1600	0.2170023201
1601	0.2169741053
1602	0.2169513912
1603	0.216943923
1604	0.2169204812
1605	0.2168970783
1606	0.2168764283
1607	0.216649656
1608	0.2166375641
1609	0.2166234724
1610	0.216600118
1611	0.2165848495
1612	0.2164691212
1613	0.2164578896
1614	0.2164371024
1615	0.2163752706
1616	0.2163573425
1617	0.2163408776
1618	0.2163230945
1619	0.2162891011
1620	0.2162737131
1621	0.2162574783
1622	0.2161148862
1623	0.2160110868
1624	0.2159847598
1625	0.2159642262
1626	0.2159493825
1627	0.2159322908
1628	0.2158587699
1629	0.2157898108
1630	0.2157568537
1631	0.2156491395
1632	0.2156334109
1633	0.2156170265
1634	0.2156058228
1635	0.215588695
1636	0.2155384786
1637	0.215525544
1638	0.2154783577
1639	0.2154540879
1640	0.215437807
1641	0.2153560548
1642	0.2153355889
1643	0.2153124928
1644	0.215153172
1645	0.2149939319
1646	0.2149783011
1647	0.2149592311
1648	0.2149384696
1649	0.2149313868
1650	0.2149167883
1651	0.2149124709
1652	0.2148889575
1653	0.2148707657
1654	0.2148590144
1655	0.214825601
1656	0.2146939887
1657	0.2146699843
1658	0.2146484203
1659	0.2146364952
1660	0.2146237746
1661	0.2146060312
1662	0.2145875836
1663	0.2145023052
1664	0.2144871124
1665	0.2144694117
1666	0.2144587321
1667	0.2143698151
1668	0.2143473987
1669	0.2143316194
1670	0.2143144417
1671	0.2143003441
1672	0.2142870161
1673	0.2142726601
1674	0.214260267
1675	0.2142504
1676	0.2141749259
1677	0.2141345664
1678	0.2140099494
1679	0.213992612
1680	0.2139810159
1681	0.213964938
1682	0.2139507829
1683	0.213796007
1684	0.2137881807
1685	0.213777347
1686	0.2137643881
1687	0.213750457
1688	0.2136865827
1689	0.2136728585
1690	0.2136554745
1691	0.2136414036
1692	0.2136177405
1693	0.2135949632
1694	0.2135715231
1695	0.2135489632
1696	0.2135426533
1697	0.2135270839
1698	0.213506857
1699	0.2134908322
1700	0.2133232203
1701	0.2133112884
1702	0.2132923458
1703	0.2132849738
1704	0.2131909246
1705	0.2131705059
1706	0.2131447419
1707	0.213121814
1708	0.2131177276
1709	0.2131033935
1710	0.2130837029
1711	0.2130642548
1712	0.2129326678
1713	0.2128058619
1714	0.2127230251
1715	0.2127060245
1716	0.212688087
1717	0.2126714044
1718	0.2126490791
1719	0.2125614852
1720	0.2125505103
1721	0.2125346752
1722	0.2125186454
1723	0.2124914401
1724	0.2124780416
1725	0.2124655231
1726	0.2124579964
1727	0.2124512608
1728	0.2123267485
1729	0.2123085876
1730	0.212293403
1731	0.2122706045
1732	0.2122578806
1733	0.2122434109
1734	0.2122316501
1735	0.2122173692
1736	0.2121230422
1737	0.2120841738
1738	0.212074221
1739	0.2120468973
1740	0.2120442286
1741	0.2120300692
1742	0.2120046946
1743	0.2119672675
1744	0.2119513649
1745	0.2119334096
1746	0.2119249531
1747	0.2118443195
1748	0.2117462859
1749	0.211695914
1750	0.2115729687
1751	0.2115519032
1752	0.2115023601
1753	0.211488033
1754	0.2114717356
1755	0.2114633004
1756	0.2114339188
1757	0.211421036
1758	0.2114055391
1759	0.2113954766
1760	0.2113810769
1761	0.2113648324
1762	0.2112756787
1763	0.2111016144
1764	0.2110475792
1765	0.2109934373
1766	0.2109837087
1767	0.2108736071
1768	0.2108619645
1769	0.2108050873
1770	0.2107570481
1771	0.2107444858
1772	0.2107308062
1773	0.2107164874
1774	0.2107033439
1775	0.2105403053
1776	0.2105265105
1777	0.2105118299
1778	0.2104979276
1779	0.2104860059
1780	0.2104800592
1781	0.2104583307
1782	0.210450207
1783	0.2104413243
1784	0.210417067
1785	0.2103972344
1786	0.2103908025
1787	0.2103373881
1788	0.2103216143
1789	0.2103056042
1790	0.2102864282
1791	0.2102787731
1792	0.2102654142
1793	0.2102581238
1794	0.2102520557
1795	0.2102295853
1796	0.2101814794
1797	0.2101694614
1798	0.2100465177
1799	0.2100399054
1800	0.2099471146
1801	0.2099311115
1802	0.2099178854
1803	0.2098989229
1804	0.2098799006
1805	0.2098695891
1806	0.2098306333
1807	0.2098153145
1808	0.2097989822
1809	0.2097831141
1810	0.2097660903
1811	0.2096219125
1812	0.2096137838
1813	0.2096012869
1814	0.209591513
1815	0.2095598857
1816	0.2095461281
1817	0.2094050626
1818	0.209248678
1819	0.2092404274
1820	0.2091883192
1821	0.2090638272
1822	0.2090544911
1823	0.2089907021
1824	0.2089752353
1825	0.2089602418
1826	0.2088883428
1827	0.2088737901
1828	0.2087222781
1829	0.208713083
1830	0.2086638741
1831	0.2086525107
1832	0.2086395751
1833	0.2086283349
1834	0.2086051964
1835	0.2085459705
1836	0.2084838664
1837	0.2084180933
1838	0.2084105538
1839	0.2083970963
1840	0.2083825506
1841	0.2083558368
1842	0.208343158
1843	0.2082895898
1844	0.2082837294
1845	0.2082699911
1846	0.2081521587
1847	0.2081402316
1848	0.2080935941
1849	0.208086422
1850	0.2080630475
1851	0.2080536333
1852	0.2080398176
1853	0.2079104952
1854	0.2077296826
1855	0.207718885
1856	0.2077118751
1857	0.2075723153
1858	0.2074777815
1859	0.2074539526
1860	0.2074177646
1861	0.2073912378
1862	0.2073732762
1863	0.2073473376
1864	0.2073354894
1865	0.2073223498
1866	0.207311276
1867	0.2072965856
1868	0.2072819932
1869	0.2072540336
1870	0.2072366393
1871	0.2072182151
1872	0.2072067506
1873	0.2070722036
1874	0.207066117
1875	0.2070518859
1876	0.2070425167
1877	0.2070288391
1878	0.2068820769
1879	0.2068684306
1880	0.206851341
1881	0.2068339503
1882	0.2067422597
1883	0.2067290505
1884	0.2067211158
1885	0.2067055764
1886	0.2066929407
1887	0.206678721
1888	0.2065872234
1889	0.2065475279
1890	0.2065404086
1891	0.2065314389
1892	0.2065222192
1893	0.2065145035
1894	0.2064965881
1895	0.2064783717
1896	0.2064287557
1897	0.2062883668
1898	0.2062573403
1899	0.2062329378
1900	0.2060857115
1901	0.2060760204
1902	0.2059970647
1903	0.2059553453
1904	0.2059108272
1905	0.2058997178
1906	0.2058854101
1907	0.2058739533
1908	0.2057672037
1909	0.2056328844
1910	0.2056255931
1911	0.2055264758
1912	0.2055060826
1913	0.2054992068
1914	0.2054863673
1915	0.2054740301
1916	0.2054663232
1917	0.2054532545
1918	0.2052664957
1919	0.2052519668
1920	0.205166347
1921	0.2051560513
1922	0.2051304562
1923	0.2051177535
1924	0.2051007654
1925	0.2049801706
1926	0.2048837921
1927	0.2047922371
1928	0.2047829743
1929	0.2047732145
1930	0.2047641559
1931	0.2046425496
1932	0.2046281224
1933	0.2046180071
1934	0.2046083428
1935	0.2045992235
1936	0.2045864183
1937	0.2045651084
1938	0.2045134619
1939	0.2044950652
1940	0.2044841985
1941	0.2044761004
1942	0.2044698076
1943	0.2044641162
1944	0.2044179242
1945	0.2044083986
1946	0.204399763
1947	0.2043854523
1948	0.2043755443
1949	0.2043550986
1950	0.204340337
1951	0.2043261952
1952	0.2042247136
1953	0.2041106085
1954	0.2040251556
1955	0.20400939
1956	0.2039973394
1957	0.2039807176
1958	0.2039587484
1959	0.2038645446
1960	0.2038557477
1961	0.2038436109
1962	0.2037822752
1963	0.2037649635
1964	0.2037501845
1965	0.2036800319
1966	0.2036497379
1967	0.2035640258
1968	0.2035514898
1969	0.203419896
1970	0.2034117106
1971	0.2033977722
1972	0.2033733048
1973	0.2033618344
1974	0.2033523039
1975	0.2033422426
1976	0.2033291527
1977	0.2033046353
1978	0.203258838
1979	0.2032530629
1980	0.2032336851
1981	0.2032232069
1982	0.2031991545
1983	0.2031890003
1984	0.2031772489
1985	0.2031625439
1986	0.2031554437
1987	0.203141966
1988	0.2030695697
1989	0.2030614464
1990	0.2029828978
1991	0.2029231558
1992	0.2027976433
1993	0.2027884204
1994	0.2027823675
1995	0.2027614513
1996	0.2027124108
1997	0.2027040865
1998	0.2026056903
1999	0.2025737135
